p,h,output,model
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange wire, a plastic cup (containing nothing), a switch, which is off, a yellow light bulb, which is off.",you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called gallium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange wire, a plastic cup (containing nothing), a switch, which is off, a yellow light bulb, which is off.",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in greenhouse,1,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called gallium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in kitchen,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in kitchen,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange wire, a plastic cup (containing nothing), a switch, which is off, a yellow light bulb, which is off.",you are in kitchen,2,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in kitchen,1,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called gallium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange wire, a plastic cup (containing nothing), a switch, which is off, a yellow light bulb, which is off.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in living room,1,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called gallium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in workshop,0,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange wire, a plastic cup (containing nothing), a switch, which is off, a yellow light bulb, which is off.",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called gallium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange wire, a plastic cup (containing nothing), a switch, which is off, a yellow light bulb, which is off.",you are in outside,1,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called gallium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ","you are in bathroom THEN open door,go to kitchen,open door to outside,go to outside,open door to foundry,go to foundry IF your goal is to move to art studio CONSIDERING you are in hallway",2,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,"you are in bathroom THEN open door,go to kitchen,open door to outside,go to outside,open door to foundry,go to foundry IF your goal is to move to art studio CONSIDERING you are in hallway",2,MoritzLaurer/MiniLM-L6-mnli
You see the agent,"you are in bathroom THEN open door,go to kitchen,open door to outside,go to outside,open door to foundry,go to foundry IF your goal is to move to art studio CONSIDERING you are in hallway",2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called air,"you are in bathroom THEN open door,go to kitchen,open door to outside,go to outside,open door to foundry,go to foundry IF your goal is to move to art studio CONSIDERING you are in hallway",2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange wire, a plastic cup (containing nothing), a switch, which is off, a yellow light bulb, which is off.","you are in bathroom THEN open door,go to kitchen,open door to outside,go to outside,open door to foundry,go to foundry IF your goal is to move to art studio CONSIDERING you are in hallway",2,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,"you are in bathroom THEN open door,go to kitchen,open door to outside,go to outside,open door to foundry,go to foundry IF your goal is to move to art studio CONSIDERING you are in hallway",2,MoritzLaurer/MiniLM-L6-mnli
A door to the hallway (that is open),"you are in bathroom THEN open door,go to kitchen,open door to outside,go to outside,open door to foundry,go to foundry IF your goal is to move to art studio CONSIDERING you are in hallway",1,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called gallium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange wire, a plastic cup (containing nothing), a switch, which is off, a yellow light bulb, which is off.",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in greenhouse,0,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in outside,0,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in foundry,1,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in foundry,0,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called caesium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you have metal pot with caesium in your inventory,0,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you have metal pot with caesium in your inventory,1,MoritzLaurer/MiniLM-L6-mnli
You see the agent,you have metal pot with caesium in your inventory,1,MoritzLaurer/MiniLM-L6-mnli
You see a substance called air,you have metal pot with caesium in your inventory,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a plastic cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you have metal pot with caesium in your inventory,2,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you have metal pot with caesium in your inventory,1,MoritzLaurer/MiniLM-L6-mnli
A door to the hallway (that is open),you have metal pot with caesium in your inventory,1,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called caesium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a plastic cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called caesium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a plastic cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called caesium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a plastic cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called caesium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a plastic cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called caesium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in kitchen,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a plastic cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in kitchen,2,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called caesium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a plastic cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called caesium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a plastic cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called caesium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a plastic cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in outside,1,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called caesium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ","you are in bathroom THEN open door,go to kitchen,open door to outside,go to outside,open door to foundry,go to foundry IF your goal is to move to art studio CONSIDERING you are in hallway",2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a plastic cup (containing nothing), a red light bulb, which is off, a switch, which is off.","you are in bathroom THEN open door,go to kitchen,open door to outside,go to outside,open door to foundry,go to foundry IF your goal is to move to art studio CONSIDERING you are in hallway",2,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: a metal pot (containing a substance called caesium) an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a plastic cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a paper cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you have metal pot with caesium in your inventory,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a paper cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a paper cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a paper cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a paper cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a paper cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in kitchen,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a paper cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a paper cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a paper cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in outside,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a paper cup (containing nothing), a red light bulb, which is off, a switch, which is off.","you are in bathroom THEN open door,go to kitchen,open door to outside,go to outside,open door to foundry,go to foundry IF your goal is to move to art studio CONSIDERING you are in hallway",2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a paper cup (containing nothing), a red light bulb, which is off, a switch, which is off.",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
