p,h,output,model
You see a baby wolf,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in outside,0,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a frog egg,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a turtle egg,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a baby wolf,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a frog egg,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in foundry,1,MoritzLaurer/MiniLM-L6-mnli
You see a turtle egg,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a baby wolf,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in foundry,0,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a frog egg,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a turtle egg,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a baby wolf,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a green box (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off.",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a green box (containing nothing),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off.",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a green box (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off.",you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
You see a green box (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off.",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a green box (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a green box (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off.",you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a green box (containing nothing),you are in outside,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off.",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a green box (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off.",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a green box (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off.",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Frankenstein) titled Frankenstein by Mary Wollstonecraft Shelley, A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Frankenstein) titled Frankenstein by Mary Wollstonecraft Shelley, A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin)",you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Frankenstein) titled Frankenstein by Mary Wollstonecraft Shelley, A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Frankenstein) titled Frankenstein by Mary Wollstonecraft Shelley, A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Frankenstein) titled Frankenstein by Mary Wollstonecraft Shelley, A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Frankenstein) titled Frankenstein by Mary Wollstonecraft Shelley, A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin)",you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Frankenstein) titled Frankenstein by Mary Wollstonecraft Shelley, A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Frankenstein) titled Frankenstein by Mary Wollstonecraft Shelley, A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Frankenstein) titled Frankenstein by Mary Wollstonecraft Shelley, A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a picture,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a picture,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a picture,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a picture,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a picture,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a picture,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a picture,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a picture,you are in foundry,1,MoritzLaurer/MiniLM-L6-mnli
You see a picture,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a purple box (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green wire, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a purple box (containing nothing),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green wire, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a purple box (containing nothing),you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green wire, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
You see a purple box (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green wire, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a purple box (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green wire, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a purple box (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green wire, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a purple box (containing nothing),you are in outside,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green wire, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a purple box (containing nothing),you are in foundry,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green wire, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a purple box (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green wire, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the hallway.,you are in hallway,0,MoritzLaurer/MiniLM-L6-mnli
A door to the art studio (that is open),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
A door to the bedroom (that is open),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
A door to the living room (that is open),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
A door to the workshop (that is open),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the hallway.,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
A door to the art studio (that is open),you are in art studio,0,MoritzLaurer/MiniLM-L6-mnli
A door to the bedroom (that is open),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
A door to the living room (that is open),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
A door to the workshop (that is open),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
This room is called the hallway.,you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
A door to the art studio (that is open),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the bedroom (that is open),you are in bedroom,0,MoritzLaurer/MiniLM-L6-mnli
A door to the living room (that is open),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the workshop (that is open),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the hallway.,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
A door to the art studio (that is open),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
A door to the bedroom (that is open),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
A door to the living room (that is open),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
A door to the workshop (that is open),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the hallway.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
A door to the art studio (that is open),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
A door to the bedroom (that is open),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
A door to the living room (that is open),you are in living room,0,MoritzLaurer/MiniLM-L6-mnli
A door to the workshop (that is open),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the hallway.,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
A door to the art studio (that is open),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
A door to the bedroom (that is open),you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
A door to the living room (that is open),you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
A door to the workshop (that is open),you are in workshop,0,MoritzLaurer/MiniLM-L6-mnli
This room is called the hallway.,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
A door to the art studio (that is open),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
A door to the bedroom (that is open),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
A door to the living room (that is open),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
A door to the workshop (that is open),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the hallway.,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
A door to the art studio (that is open),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
A door to the bedroom (that is open),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
A door to the living room (that is open),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
A door to the workshop (that is open),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the hallway.,you are in bathroom,1,MoritzLaurer/MiniLM-L6-mnli
A door to the art studio (that is open),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the bedroom (that is open),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the living room (that is open),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the workshop (that is open),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a orange box (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a orange box (containing nothing),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a orange box (containing nothing),you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
You see a orange box (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a orange box (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a orange box (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a orange box (containing nothing),you are in outside,1,MoritzLaurer/MiniLM-L6-mnli
You see a orange box (containing nothing),you are in foundry,1,MoritzLaurer/MiniLM-L6-mnli
You see a orange box (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a giant tortoise egg,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a butterfly egg,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a giant tortoise egg,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a butterfly egg,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a giant tortoise egg,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a butterfly egg,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a giant tortoise egg,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a butterfly egg,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a giant tortoise egg,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a butterfly egg,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a giant tortoise egg,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a butterfly egg,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a giant tortoise egg,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a butterfly egg,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a giant tortoise egg,you are in foundry,1,MoritzLaurer/MiniLM-L6-mnli
You see a butterfly egg,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a giant tortoise egg,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a butterfly egg,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a peach tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a cherry tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 7 (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a pea plant in the adult stage with a tall height, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a peach tree in the adult stage, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a cherry tree in the adult stage, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 7 (containing nothing),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a pea plant in the adult stage with a tall height, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a peach tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a cherry tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 7 (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a pea plant in the adult stage with a tall height, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a peach tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a cherry tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 7 (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a pea plant in the adult stage with a tall height, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a peach tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a cherry tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 7 (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a pea plant in the adult stage with a tall height, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a peach tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a cherry tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 7 (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a pea plant in the adult stage with a tall height, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a peach tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a cherry tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 7 (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a pea plant in the adult stage with a tall height, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a peach tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a cherry tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 7 (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a pea plant in the adult stage with a tall height, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a peach tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a cherry tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 7 (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a pea plant in the adult stage with a tall height, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bedroom.,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a bed. On the bed is: a mattress. On the mattress is: a white pillow..,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a closet. The closet door is closed.,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bedroom.,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a bed. On the bed is: a mattress. On the mattress is: a white pillow..,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a closet. The closet door is closed.,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bedroom.,you are in bedroom,0,MoritzLaurer/MiniLM-L6-mnli
You see a bed. On the bed is: a mattress. On the mattress is: a white pillow..,you are in bedroom,0,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a closet. The closet door is closed.,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bedroom.,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a bed. On the bed is: a mattress. On the mattress is: a white pillow..,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a closet. The closet door is closed.,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bedroom.,you are in living room,0,MoritzLaurer/MiniLM-L6-mnli
You see a bed. On the bed is: a mattress. On the mattress is: a white pillow..,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a closet. The closet door is closed.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bedroom.,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a bed. On the bed is: a mattress. On the mattress is: a white pillow..,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a closet. The closet door is closed.,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bedroom.,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a bed. On the bed is: a mattress. On the mattress is: a white pillow..,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a closet. The closet door is closed.,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bedroom.,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a bed. On the bed is: a mattress. On the mattress is: a white pillow..,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a closet. The closet door is closed.,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bedroom.,you are in bathroom,0,MoritzLaurer/MiniLM-L6-mnli
You see a bed. On the bed is: a mattress. On the mattress is: a white pillow..,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a closet. The closet door is closed.,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a yellow wire.",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a yellow wire.",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a yellow wire.",you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a yellow wire.",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
